@relation sentiment_lexicon_based_relation

@attribute Positiv numeric
@attribute Negativ numeric
@attribute Hostile numeric
@attribute Pleasur numeric
@attribute Pain numeric
@attribute review_class {ndef,neg,pos}

@data
0.08,0.12,0.44,0.32,0.04,neg
0.066667,0,0.433333,0.433333,0.066667,neg
0,0.153846,0.5,0.115385,0.230769,neg
0.238095,0,0.190476,0.47619,0.095238,neg
0,0.066667,0.466667,0.466667,0,neg
0.090909,0.045455,0.363636,0.5,0,neg
0.046512,0.069767,0.651163,0.186047,0.046512,neg
0,0,0.363636,0.454545,0.181818,neg
0.095238,0.047619,0.380952,0.380952,0.095238,neg
0,0,0.833333,0.083333,0.083333,neg
0,0.035714,0.464286,0.464286,0.035714,neg
0,0,0.636364,0.363636,0,neg
0.09375,0,0.34375,0.46875,0.09375,neg
0.125,0,0.25,0.625,0,neg
0.2,0.08,0.24,0.48,0,neg
0,0,0.633333,0.166667,0.2,neg
0,0,0.571429,0.285714,0.142857,neg
0.016129,0,0.33871,0.5,0.145161,neg
0.214286,0,0.214286,0.5,0.071429,neg
0,0,0.333333,0.666667,0,neg
0.090909,0,0.363636,0.454545,0.090909,neg
0,0,0.62963,0.222222,0.148148,neg
0,0,0.363636,0.454545,0.181818,neg
0,0,0.470588,0.529412,0,neg
0.2,0,0.4,0.4,0,neg
0.045455,0,0.318182,0.454545,0.181818,neg
0.2,0,0.266667,0.533333,0,neg
0.071429,0,0.428571,0.428571,0.071429,neg
0,0,0.5,0.291667,0.208333,neg
0.027778,0,0.5,0.277778,0.194444,neg
0.142857,0,0.314286,0.485714,0.057143,neg
0.105263,0.105263,0.263158,0.315789,0.210526,neg
0,0,0.625,0.3125,0.0625,neg
0,0,0.272727,0.454545,0.272727,neg
0.085106,0.042553,0.446809,0.340426,0.085106,neg
0.047619,0.047619,0.47619,0.238095,0.190476,neg
0,0.1,0.7,0.1,0.1,neg
0.037037,0,0.407407,0.296296,0.259259,neg
0,0.058824,0.411765,0.529412,0,neg
0,0.055556,0.555556,0.194444,0.194444,neg
0.121212,0,0.333333,0.393939,0.151515,neg
0.051724,0.172414,0.37931,0.189655,0.206897,neg
0.028571,0.028571,0.342857,0.6,0,neg
0.02381,0.02381,0.52381,0.285714,0.142857,neg
0.105263,0,0.263158,0.631579,0,neg
0.055556,0,0.277778,0.611111,0.055556,neg
0.041667,0.083333,0.375,0.458333,0.041667,neg
0.083333,0.083333,0.416667,0.333333,0.083333,neg
0.125,0,0.458333,0.375,0.041667,neg
0.032258,0,0.548387,0.193548,0.225806,neg
0,0,0.590909,0.272727,0.136364,neg
0,0.142857,0.642857,0.142857,0.071429,neg
0,0.2,0.5,0.15,0.15,neg
0.095238,0,0.428571,0.428571,0.047619,neg
0.0625,0.03125,0.1875,0.71875,0,neg
0.047619,0,0.571429,0.142857,0.238095,neg
0,0,0.5,0.5,0,neg
0,0,0.535714,0.321429,0.142857,neg
0.052632,0.052632,0.315789,0.526316,0.052632,neg
0.074074,0.074074,0.37037,0.37037,0.111111,neg
0.055556,0,0.5,0.277778,0.166667,neg
0.04,0,0.48,0.32,0.16,neg
0.071429,0,0.357143,0.5,0.071429,neg
0.15,0,0.3,0.5,0.05,neg
0.25,0.05,0.3,0.3,0.1,neg
0.029412,0,0.352941,0.558824,0.058824,neg
0.037037,0.111111,0.37037,0.481481,0,neg
0.083333,0.083333,0.375,0.333333,0.125,neg
0,0,0.461538,0.384615,0.153846,neg
0,0,0.619048,0.142857,0.238095,neg
0.181818,0,0.272727,0.454545,0.090909,neg
0.066667,0.133333,0.266667,0.533333,0,neg
0.033333,0.1,0.433333,0.4,0.033333,neg
0,0.035714,0.5,0.178571,0.285714,neg
0.069767,0,0.348837,0.325581,0.255814,neg
0,0.047619,0.571429,0.380952,0,neg
0.121951,0.02439,0.317073,0.487805,0.04878,neg
0.055556,0.027778,0.583333,0.138889,0.194444,neg
0.166667,0,0.277778,0.555556,0,neg
0.105263,0.052632,0.315789,0.473684,0.052632,neg
0,0,0.5,0.5,0,neg
0,0,0.666667,0.333333,0,neg
0.076923,0.038462,0.307692,0.461538,0.115385,neg
0.083333,0.055556,0.388889,0.277778,0.194444,neg
0.142857,0,0.285714,0.5,0.071429,neg
0.076923,0,0.692308,0.230769,0,neg
0.047619,0,0.333333,0.333333,0.285714,neg
0,0.181818,0.454545,0.363636,0,neg
0,0,0.428571,0.428571,0.142857,neg
0.142857,0,0.321429,0.464286,0.071429,neg
0,0,0.571429,0.428571,0,neg
0.1,0.1,0.2,0.5,0.1,neg
0,0,0.714286,0.285714,0,neg
0,0.04,0.44,0.36,0.16,neg
0.142857,0.071429,0.214286,0.5,0.071429,neg
0.105263,0,0.421053,0.421053,0.052632,neg
0,0.052632,0.526316,0.342105,0.078947,neg
0.052632,0.105263,0.473684,0.315789,0.052632,neg
0.166667,0.083333,0.25,0.5,0,neg
0,0,0.6,0.333333,0.066667,neg
0,0,0.433333,0.5,0.066667,neg
0,0,0.518519,0.333333,0.148148,neg
0.052632,0,0.473684,0.368421,0.105263,neg
0.041667,0.083333,0.416667,0.458333,0,neg
0.047619,0,0.571429,0.333333,0.047619,neg
0,0.090909,0.272727,0.454545,0.181818,neg
0,0.052632,0.368421,0.526316,0.052632,neg
0.083333,0.194444,0.277778,0.361111,0.083333,neg
0,0,0.6,0.333333,0.066667,neg
0,0,0.6,0.2,0.2,neg
0,0,0.4,0.5,0.1,neg
0.111111,0.037037,0.481481,0.333333,0.037037,neg
0,0,0.4,0.6,0,neg
0.2,0.1,0.35,0.35,0,neg
0,0,0.5,0.5,0,neg
0.052632,0.131579,0.473684,0.236842,0.105263,neg
0.073171,0.121951,0.341463,0.341463,0.121951,neg
0.166667,0,0.125,0.666667,0.041667,neg
0.086957,0.043478,0.434783,0.304348,0.130435,neg
0,0,0.533333,0.333333,0.133333,neg
0,0,0.333333,0.666667,0,neg
0.074074,0,0.37037,0.481481,0.074074,neg
0,0,0.454545,0.454545,0.090909,neg
0.105263,0,0.368421,0.526316,0,neg
0,0,0.473684,0.263158,0.263158,neg
0.064516,0.096774,0.451613,0.258065,0.129032,neg
0.041667,0,0.458333,0.458333,0.041667,neg
0,0,0.631579,0.368421,0,neg
0.04,0.04,0.48,0.16,0.28,neg
0.083333,0,0.388889,0.472222,0.055556,neg
0,0.111111,0.555556,0.333333,0,neg
0.044444,0,0.466667,0.377778,0.111111,neg
0.0625,0.0625,0.4375,0.375,0.0625,neg
0.162791,0.046512,0.232558,0.488372,0.069767,neg
0,0.02439,0.487805,0.341463,0.146341,neg
0.103448,0.068966,0.310345,0.413793,0.103448,neg
0,0,0.230769,0.692308,0.076923,neg
0.071429,0.071429,0.285714,0.571429,0,neg
0.0625,0.03125,0.3125,0.46875,0.125,neg
0,0,0.461538,0.307692,0.230769,neg
0.111111,0.055556,0.5,0.222222,0.111111,neg
0.032258,0,0.419355,0.387097,0.16129,neg
0,0,0.333333,0.52381,0.142857,neg
0,0,0.375,0.541667,0.083333,neg
0,0.181818,0.363636,0.454545,0,neg
0.105263,0,0.315789,0.526316,0.052632,neg
0,0,0.65,0.3,0.05,neg
0,0,0.5,0.375,0.125,neg
0.04,0,0.48,0.4,0.08,neg
0.133333,0,0.4,0.4,0.066667,neg
0.058824,0.058824,0.294118,0.588235,0,neg
0.090909,0,0.272727,0.636364,0,neg
0,0.035714,0.5,0.357143,0.107143,neg
0,0.037037,0.592593,0.333333,0.037037,neg
0.055556,0,0.277778,0.666667,0,neg
0,0,0.333333,0.611111,0.055556,neg
0.014925,0.014925,0.537313,0.223881,0.208955,neg
0.047619,0.047619,0.333333,0.47619,0.095238,neg
0,0,0.529412,0.352941,0.117647,neg
0,0.173913,0.478261,0.26087,0.086957,neg
0.166667,0,0.25,0.583333,0,neg
0.151515,0.030303,0.272727,0.454545,0.090909,neg
0.086957,0,0.478261,0.347826,0.086957,neg
0.111111,0,0.222222,0.666667,0,neg
0.025,0,0.35,0.525,0.1,neg
0.129032,0.032258,0.258065,0.516129,0.064516,neg
0,0.02,0.38,0.52,0.08,neg
0,0,0.434783,0.478261,0.086957,neg
0,0.090909,0.318182,0.590909,0,neg
0,0,0.657143,0.257143,0.085714,neg
0,0,0.2,0.8,0,neg
0,0,0.684211,0.263158,0.052632,neg
0.058824,0,0.705882,0.058824,0.176471,neg
0,0,0.4,0.6,0,neg
0.052632,0.105263,0.473684,0.368421,0,neg
0,0.027027,0.513514,0.243243,0.216216,neg
0.034483,0.034483,0.413793,0.413793,0.103448,neg
0,0,0.631579,0.157895,0.210526,neg
0,0,0.565217,0.391304,0.043478,neg
0,0,0.466667,0.4,0.133333,neg
0.076923,0,0.153846,0.692308,0.076923,neg
0,0,0.508197,0.213115,0.278689,neg
0.032258,0,0.322581,0.612903,0.032258,neg
0.105263,0.052632,0.263158,0.473684,0.105263,neg
0.1,0,0.3,0.55,0.05,neg
0.076923,0,0.423077,0.5,0,neg
0.058824,0.019608,0.568627,0.27451,0.078431,neg
0.05,0,0.6,0.3,0.05,neg
0.033333,0,0.633333,0.266667,0.066667,neg
0.058824,0.058824,0.294118,0.411765,0.176471,neg
0,0.044444,0.511111,0.266667,0.177778,neg
0,0.041667,0.541667,0.333333,0.083333,neg
0,0,0.52381,0.333333,0.142857,neg
0,0.041667,0.5,0.291667,0.166667,neg
0.057143,0.2,0.342857,0.285714,0.114286,neg
0,0.041667,0.375,0.5,0.083333,neg
0,0,0.347826,0.434783,0.217391,neg
0.085714,0,0.514286,0.285714,0.114286,neg
0.151515,0.060606,0.30303,0.424242,0.060606,neg
0,0,0.2,0.8,0,neg
0,0,0.470588,0.235294,0.294118,neg
0.032258,0.064516,0.451613,0.258065,0.193548,neg
0,0.045455,0.363636,0.090909,0.5,neg
0,0.105263,0.578947,0.210526,0.105263,neg
0.166667,0,0.333333,0.444444,0.055556,neg
0.130435,0,0.434783,0.347826,0.086957,neg
0.125,0,0.25,0.625,0,neg
0,0.042553,0.595745,0.255319,0.106383,neg
0,0.05,0.475,0.225,0.25,neg
0.111111,0.074074,0.333333,0.407407,0.074074,neg
0.043478,0.086957,0.434783,0.347826,0.086957,neg
0.068966,0.068966,0.275862,0.310345,0.275862,neg
0,0,0.538462,0.461538,0,neg
0,0,0.666667,0.333333,0,neg
0,0,0.5,0.375,0.125,neg
0.3125,0,0.1875,0.5,0,neg
0.0625,0,0.25,0.5625,0.125,neg
0.083333,0.083333,0.208333,0.625,0,neg
0.133333,0.033333,0.266667,0.433333,0.133333,neg
0,0.32,0.38,0.26,0.04,neg
0,0.259259,0.481481,0.148148,0.111111,neg
0.066667,0.133333,0.4,0.266667,0.133333,neg
0,0.0625,0.5625,0.0625,0.3125,neg
0.115385,0.076923,0.423077,0.346154,0.038462,neg
0,0.055556,0.5,0.277778,0.166667,neg
0,0.131579,0.447368,0.131579,0.289474,neg
0.272727,0,0.090909,0.636364,0,neg
0.052632,0.026316,0.565789,0.184211,0.171053,neg
0.05,0,0.45,0.3,0.2,neg
0.2,0,0.4,0.4,0,neg
0,0.058824,0.470588,0.352941,0.117647,neg
0,0.205882,0.382353,0.323529,0.088235,neg
0.05,0.05,0.6,0.3,0,neg
0.033333,0,0.4,0.433333,0.133333,neg
0.090909,0,0.181818,0.272727,0.454545,neg
0,0.125,0.5,0.3125,0.0625,neg
0,0.130435,0.391304,0.304348,0.173913,neg
0,0,0.875,0.125,0,neg
0.12,0.08,0.28,0.48,0.04,neg
0,0,0.588235,0.147059,0.264706,neg
0,0,0.55,0.4,0.05,neg
0.1,0,0.45,0.3,0.15,neg
0.129032,0.096774,0.387097,0.290323,0.096774,neg
0,0,0.266667,0.733333,0,neg
0,0,0.636364,0.272727,0.090909,neg
0,0.071429,0.428571,0.357143,0.142857,neg
0.2,0,0.2,0.48,0.12,neg
0,0.166667,0.5,0.166667,0.166667,neg
0,0.1,0.5,0.4,0,neg
0.055556,0.166667,0.388889,0.333333,0.055556,neg
0,0,0.7,0.3,0,neg
0.05,0.05,0.25,0.65,0,neg
0.058824,0,0.411765,0.411765,0.117647,neg
0.033333,0.1,0.7,0.066667,0.1,neg
0.052632,0,0.368421,0.578947,0,neg
0.038462,0,0.384615,0.461538,0.115385,neg
0.043478,0,0.434783,0.391304,0.130435,neg
0,0.05,0.5,0.3,0.15,neg
0,0,0.4,0.485714,0.114286,neg
0.045455,0.045455,0.590909,0.318182,0,neg
0.05,0.15,0.5,0.2,0.1,neg
0.137931,0.103448,0.344828,0.344828,0.068966,neg
0.025,0.05,0.4,0.425,0.1,neg
0,0,0.5,0.375,0.125,neg
0.035714,0.071429,0.535714,0.214286,0.142857,neg
0,0.058824,0.235294,0.529412,0.176471,neg
0.295455,0,0.113636,0.568182,0.022727,neg
0.088235,0.029412,0.294118,0.588235,0,neg
0,0,0.44,0.32,0.24,neg
0,0.071429,0.607143,0.321429,0,neg
0,0.08,0.52,0.24,0.16,neg
0.055556,0.111111,0.388889,0.388889,0.055556,neg
0.045455,0,0.409091,0.5,0.045455,neg
0.12,0.04,0.24,0.52,0.08,neg
0,0,0.555556,0.111111,0.333333,neg
0,0,0.4,0.6,0,neg
0.212121,0,0.363636,0.30303,0.121212,neg
0,0,0.2,0.8,0,neg
0.057143,0.085714,0.485714,0.228571,0.142857,neg
0,0,0.407407,0.259259,0.333333,neg
0,0.125,0.666667,0.125,0.083333,neg
0.384615,0,0.076923,0.538462,0,neg
0,0,0.4375,0.5,0.0625,neg
0.1,0.05,0.45,0.4,0,neg
0.037037,0.037037,0.62963,0.148148,0.148148,neg
0.038462,0.038462,0.5,0.307692,0.115385,neg
0,0,0.466667,0.333333,0.2,neg
0,0.047619,0.47619,0.333333,0.142857,neg
0.307692,0,0.230769,0.461538,0,neg
0.121212,0,0.272727,0.515152,0.090909,neg
0.071429,0,0.142857,0.428571,0.357143,neg
0.011905,0.02381,0.535714,0.25,0.178571,neg
0.022222,0.066667,0.422222,0.333333,0.155556,neg
0.038462,0.192308,0.307692,0.384615,0.076923,neg
0.037037,0.074074,0.518519,0.296296,0.074074,neg
0,0,0.666667,0.333333,0,neg
0.155556,0,0.311111,0.422222,0.111111,neg
0,0,0.428571,0.52381,0.047619,neg
0,0,0.5,0.375,0.125,neg
0,0.214286,0.428571,0.071429,0.285714,neg
0.125,0.0625,0.25,0.5625,0,neg
0,0,0.4,0.4,0.2,neg
0.041667,0,0.375,0.541667,0.041667,neg
0.09375,0.03125,0.46875,0.28125,0.125,neg
0.071429,0,0.357143,0.357143,0.214286,neg
0,0,0.352941,0.588235,0.058824,neg
0.045455,0.045455,0.272727,0.590909,0.045455,neg
0,0,0.5,0.5,0,neg
0.125,0,0.25,0.541667,0.083333,neg
0,0,0.375,0.5,0.125,neg
0,0.055556,0.277778,0.555556,0.111111,neg
0,0,0.266667,0.6,0.133333,neg
0.162162,0.027027,0.324324,0.405405,0.081081,neg
0.017544,0.105263,0.508772,0.175439,0.192982,neg
0.086957,0,0.434783,0.26087,0.217391,neg
0,0.142857,0.142857,0.714286,0,neg
0.028571,0.028571,0.542857,0.314286,0.085714,neg
0.066667,0,0.666667,0.266667,0,neg
0.060606,0.030303,0.484848,0.272727,0.151515,neg
0,0,0.533333,0.266667,0.2,neg
0.04878,0.073171,0.341463,0.268293,0.268293,neg
0,0,0.428571,0.571429,0,neg
0,0.066667,0.333333,0.6,0,neg
0.142857,0,0.142857,0.714286,0,neg
0,0,0.375,0.5,0.125,neg
0.04,0.04,0.28,0.6,0.04,neg
0,0.030303,0.454545,0.454545,0.060606,neg
0.272727,0,0.136364,0.5,0.090909,neg
0.171429,0.057143,0.257143,0.485714,0.028571,neg
0,0.125,0.375,0.375,0.125,neg
0.05,0.05,0.45,0.35,0.1,neg
0.071429,0,0.642857,0.25,0.035714,neg
0.178571,0,0.321429,0.428571,0.071429,neg
0.136364,0,0.227273,0.5,0.136364,neg
0,0,0.705882,0.176471,0.117647,neg
0.038462,0,0.538462,0.307692,0.115385,neg
0.047619,0.047619,0.666667,0.190476,0.047619,neg
0,0,0.388889,0.5,0.111111,neg
0,0,0.352941,0.529412,0.117647,neg
0,0.043478,0.347826,0.521739,0.086957,neg
0,0,0.285714,0.642857,0.071429,neg
0.035714,0.035714,0.571429,0.321429,0.035714,neg
0,0,0.666667,0.166667,0.166667,neg
0.034483,0,0.37931,0.517241,0.068966,neg
0.066667,0,0.266667,0.666667,0,neg
0,0.2,0.6,0.2,0,neg
0,0.037037,0.518519,0.333333,0.111111,neg
0.057143,0.114286,0.457143,0.342857,0.028571,neg
0,0.026316,0.578947,0.105263,0.289474,neg
0,0,0.375,0.5,0.125,neg
0,0.05,0.55,0.25,0.15,neg
0,0.1,0.2,0.3,0.4,neg
0.076923,0,0.307692,0.615385,0,neg
0.102941,0,0.367647,0.323529,0.205882,neg
0,0,0.444444,0.444444,0.111111,neg
0.085714,0.085714,0.371429,0.371429,0.085714,neg
0,0,0.421053,0.526316,0.052632,neg
0,0.083333,0.416667,0.375,0.125,neg
0,0.0625,0.625,0.25,0.0625,neg
0.173913,0,0.173913,0.565217,0.086957,neg
0,0,0.333333,0.666667,0,neg
0,0,0.470588,0.235294,0.294118,neg
0.111111,0,0.444444,0.111111,0.333333,neg
0,0,0.588235,0.294118,0.117647,neg
0.047619,0.190476,0.428571,0.238095,0.095238,neg
0.047619,0,0.571429,0.190476,0.190476,neg
0,0.05,0.35,0.5,0.1,neg
0.222222,0,0.222222,0.555556,0,neg
0,0,0.307692,0.461538,0.230769,neg
0.136364,0.045455,0.295455,0.409091,0.113636,neg
0,0,0.5,0.454545,0.045455,neg
0,0.081081,0.486486,0.297297,0.135135,neg
0.034483,0.068966,0.344828,0.551724,0,neg
0.095238,0,0.380952,0.380952,0.142857,neg
0.111111,0.037037,0.296296,0.481481,0.074074,neg
0,0.131579,0.526316,0.105263,0.236842,neg
0.066667,0.016667,0.366667,0.433333,0.116667,neg
0,0,0.769231,0.153846,0.076923,neg
0,0.117647,0.411765,0.411765,0.058824,neg
0.028571,0.057143,0.571429,0.142857,0.2,neg
0.071429,0,0.357143,0.5,0.071429,neg
0,0,0.333333,0.5,0.166667,neg
0.05,0.05,0.3,0.25,0.35,neg
0,0.088235,0.470588,0.264706,0.176471,neg
0.058824,0,0.176471,0.764706,0,neg
0.0625,0.09375,0.34375,0.40625,0.09375,neg
0.117647,0,0.176471,0.647059,0.058824,neg
0.090909,0.181818,0.363636,0.272727,0.090909,neg
0.139535,0,0.372093,0.465116,0.023256,neg
0,0,0.2,0.6,0.2,neg
0.055556,0.027778,0.444444,0.444444,0.027778,neg
0.090909,0,0.454545,0.424242,0.030303,neg
0,0,0.214286,0.75,0.035714,neg
0.029412,0.029412,0.323529,0.588235,0.029412,neg
0,0,0.666667,0.333333,0,neg
0,0.018868,0.471698,0.245283,0.264151,neg
0.222222,0,0.111111,0.666667,0,neg
0,0,0.5,0.5,0,neg
0,0.043478,0.26087,0.652174,0.043478,neg
0.162162,0.054054,0.324324,0.351351,0.108108,neg
0,0.125,0.5625,0.28125,0.03125,neg
0.083333,0,0.416667,0.458333,0.041667,neg
0,0,0.4,0.5,0.1,neg
0.037037,0,0.518519,0.407407,0.037037,neg
0.052632,0.052632,0.578947,0.263158,0.052632,neg
0,0,0.470588,0.529412,0,neg
0,0.095238,0.714286,0.047619,0.142857,neg
0.0625,0,0.25,0.6875,0,neg
0.103448,0.034483,0.310345,0.482759,0.068966,neg
0,0.096774,0.516129,0.16129,0.225806,neg
0,0.1,0.5,0.2,0.2,neg
0.032258,0.064516,0.419355,0.354839,0.129032,neg
0.052632,0,0.368421,0.5,0.078947,neg
0,0,0.333333,0.666667,0,neg
0,0,0.733333,0.266667,0,neg
0.027778,0.166667,0.472222,0.222222,0.111111,neg
0.090909,0,0.333333,0.484848,0.090909,neg
0.076923,0,0.076923,0.846154,0,neg
0.066667,0.1,0.4,0.233333,0.2,neg
0.142857,0,0.357143,0.428571,0.071429,neg
0.119048,0.02381,0.52381,0.238095,0.095238,pos
0,0.103448,0.241379,0.62069,0.034483,pos
0.095238,0.047619,0.190476,0.571429,0.095238,pos
0.018519,0.055556,0.555556,0.222222,0.148148,pos
0.058824,0,0.470588,0.294118,0.176471,pos
0,0,0.307692,0.615385,0.076923,pos
0.037037,0,0.333333,0.481481,0.148148,pos
0.222222,0.074074,0.148148,0.518519,0.037037,pos
0,0.125,0.375,0.5,0,pos
0,0,0.647059,0.294118,0.058824,pos
0.064516,0.032258,0.387097,0.354839,0.16129,pos
0.076923,0.076923,0.230769,0.615385,0,pos
0,0,0.333333,0.666667,0,pos
0,0,0.5,0.375,0.125,pos
0.044444,0.022222,0.311111,0.466667,0.155556,pos
0.125,0,0.0625,0.75,0.0625,pos
0.166667,0,0.166667,0.5,0.166667,pos
0.073171,0,0.219512,0.512195,0.195122,pos
0,0,0.1,0.9,0,pos
0.111111,0,0.222222,0.555556,0.111111,pos
0,0,0.4,0.3,0.3,pos
0.125,0,0.208333,0.625,0.041667,pos
0.222222,0,0.166667,0.555556,0.055556,pos
0.078947,0.026316,0.342105,0.421053,0.131579,pos
0.035714,0.035714,0.321429,0.5,0.107143,pos
0.190476,0,0.095238,0.619048,0.095238,pos
0.090909,0,0.181818,0.636364,0.090909,pos
0.013333,0.013333,0.306667,0.52,0.146667,pos
0,0.078947,0.289474,0.552632,0.078947,pos
0,0.026316,0.473684,0.447368,0.052632,pos
0.04,0,0.36,0.52,0.08,pos
0.047619,0.071429,0.261905,0.619048,0,pos
0,0.038462,0.269231,0.576923,0.115385,pos
0.030303,0,0.333333,0.575758,0.060606,pos
0.043478,0,0.478261,0.434783,0.043478,pos
0,0,0,1,0,pos
0.1,0.1,0.1,0.7,0,pos
0.1,0,0.3,0.533333,0.066667,pos
0.181818,0,0.454545,0.363636,0,pos
0,0,0.263158,0.736842,0,pos
0.055556,0,0.333333,0.555556,0.055556,pos
0.028571,0.028571,0.257143,0.542857,0.142857,pos
0.095238,0,0.142857,0.761905,0,pos
0,0,0.25,0.666667,0.083333,pos
0.291667,0,0.208333,0.416667,0.083333,pos
0,0.033333,0.266667,0.6,0.1,pos
0.032258,0.064516,0.290323,0.483871,0.129032,pos
0.108108,0.081081,0.189189,0.540541,0.081081,pos
0.076923,0,0.384615,0.384615,0.153846,pos
0,0,0.272727,0.545455,0.181818,pos
0,0,0.4,0.4,0.2,pos
0.136364,0,0,0.863636,0,pos
0,0,0.153846,0.769231,0.076923,pos
0.03125,0.125,0.34375,0.25,0.25,pos
0.035714,0.071429,0.357143,0.25,0.285714,pos
0.081081,0,0.216216,0.486486,0.216216,pos
0.166667,0.083333,0.166667,0.5,0.083333,pos
0,0,0,1,0,pos
0,0,0.428571,0.428571,0.142857,pos
0,0.043478,0.304348,0.608696,0.043478,pos
0.235294,0.029412,0.147059,0.558824,0.029412,pos
0,0.060606,0.333333,0.454545,0.151515,pos
0.176471,0.019608,0.215686,0.490196,0.098039,pos
0.294118,0.058824,0.058824,0.588235,0,pos
0,0.086957,0.521739,0.26087,0.130435,pos
0,0.166667,0.375,0.416667,0.041667,pos
0.136364,0.090909,0.227273,0.5,0.045455,pos
0,0.058824,0.470588,0.352941,0.117647,pos
0.030303,0.151515,0.363636,0.212121,0.242424,pos
0,0.033333,0.333333,0.5,0.133333,pos
0.043478,0,0.26087,0.565217,0.130435,pos
0.166667,0,0.25,0.527778,0.055556,pos
0.071429,0,0.357143,0.428571,0.142857,pos
0,0.097561,0.487805,0.219512,0.195122,pos
0.051724,0.017241,0.517241,0.344828,0.068966,pos
0,0,0.8,0.2,0,pos
0,0,0.208333,0.75,0.041667,pos
0.111111,0,0.166667,0.666667,0.055556,pos
0,0,0.5,0.5,0,pos
0.105263,0.105263,0.473684,0.263158,0.052632,pos
0,0,0.318182,0.5,0.181818,pos
0.111111,0,0.111111,0.777778,0,pos
0,0,0.5,0.5,0,pos
0.147059,0,0.058824,0.764706,0.029412,pos
0,0,0.4,0.5,0.1,pos
0,0,0.757576,0.242424,0,pos
0,0.072727,0.363636,0.309091,0.254545,pos
0,0.15,0.45,0.4,0,pos
0.064516,0.064516,0.419355,0.322581,0.129032,pos
0,0,0.363636,0.545455,0.090909,pos
0,0,0.5,0.333333,0.166667,pos
0.166667,0,0.166667,0.5,0.166667,pos
0,0.058824,0.470588,0.235294,0.235294,pos
0.111111,0,0.111111,0.777778,0,pos
0.166667,0,0.041667,0.708333,0.083333,pos
0.029412,0.029412,0.558824,0.264706,0.117647,pos
0,0,0.266667,0.7,0.033333,pos
0.125,0,0.375,0.4375,0.0625,pos
0,0,0.692308,0.230769,0.076923,pos
0,0.030303,0.575758,0.272727,0.121212,pos
0.176471,0,0.235294,0.588235,0,pos
0.166667,0.083333,0.194444,0.5,0.055556,pos
0.037037,0,0.37037,0.481481,0.111111,pos
0.222222,0,0.111111,0.62963,0.037037,pos
0.147059,0.058824,0.205882,0.441176,0.147059,pos
0.015152,0.075758,0.409091,0.30303,0.19697,pos
0.035714,0.178571,0.392857,0.25,0.142857,pos
0.025641,0.025641,0.487179,0.230769,0.230769,pos
0,0,0.375,0.5,0.125,pos
0.034483,0.034483,0.517241,0.310345,0.103448,pos
0.078947,0,0.368421,0.289474,0.263158,pos
0.153846,0,0.307692,0.538462,0,pos
0.054054,0,0.324324,0.432432,0.189189,pos
0,0.074074,0.481481,0.185185,0.259259,pos
0,0.333333,0.666667,0,0,pos
0.125,0.020833,0.166667,0.625,0.0625,pos
0.037037,0,0.333333,0.555556,0.074074,pos
0.043478,0.086957,0.217391,0.608696,0.043478,pos
0,0,0.470588,0.470588,0.058824,pos
0,0,0.333333,0.666667,0,pos
0.047619,0,0.309524,0.595238,0.047619,pos
0.2,0.06,0.14,0.52,0.08,pos
0.012048,0.024096,0.46988,0.216867,0.277108,pos
0.036364,0.054545,0.490909,0.381818,0.036364,pos
0.125,0.0625,0.125,0.6875,0,pos
0.058824,0.058824,0.235294,0.529412,0.117647,pos
0.071429,0,0.357143,0.380952,0.190476,pos
0,0.0625,0.34375,0.40625,0.1875,pos
0.166667,0,0.166667,0.666667,0,pos
0.181818,0,0.090909,0.727273,0,pos
0,0,0.181818,0.818182,0,pos
0.076923,0.051282,0.487179,0.307692,0.076923,pos
0,0,0.2,0.6,0.2,pos
0,0.066667,0.533333,0.2,0.2,pos
0,0.052632,0.157895,0.789474,0,pos
0.133333,0,0.133333,0.666667,0.066667,pos
0.093023,0,0.27907,0.511628,0.116279,pos
0.208333,0,0.25,0.5,0.041667,pos
0.142857,0,0.285714,0.5,0.071429,pos
0.181818,0.090909,0.181818,0.545455,0,pos
0.137931,0,0.37931,0.448276,0.034483,pos
0.04878,0.04878,0.414634,0.365854,0.121951,pos
0,0,0.25,0.625,0.125,pos
0.142857,0,0.142857,0.685714,0.028571,pos
0.15,0,0.3,0.5,0.05,pos
0.272727,0,0.136364,0.5,0.090909,pos
0.018519,0,0.351852,0.518519,0.111111,pos
0,0.041667,0.125,0.833333,0,pos
0.052632,0.105263,0.263158,0.526316,0.052632,pos
0,0,0.333333,0.466667,0.2,pos
0.05,0,0.3,0.6,0.05,pos
0,0,0.210526,0.736842,0.052632,pos
0.083333,0.083333,0.25,0.416667,0.166667,pos
0.121212,0.090909,0.212121,0.545455,0.030303,pos
0,0.0625,0.5,0.4375,0,pos
0,0,0.258065,0.483871,0.258065,pos
0,0,0.294118,0.529412,0.176471,pos
0,0,0.571429,0.428571,0,pos
0.293103,0,0.068966,0.637931,0,pos
0,0,0.5,0.375,0.125,pos
0.142857,0,0.142857,0.607143,0.107143,pos
0,0,0,1,0,pos
0,0.087719,0.385965,0.263158,0.263158,pos
0.046512,0.046512,0.186047,0.651163,0.069767,pos
0.2,0,0.114286,0.571429,0.114286,pos
0,0.214286,0.392857,0.25,0.142857,pos
0.086957,0,0.130435,0.782609,0,pos
