@relation sentiment_lexicon_based_relation

@attribute Positiv numeric
@attribute Negativ numeric
@attribute Pstv numeric
@attribute Affil numeric
@attribute Ngtv numeric
@attribute Hostile numeric
@attribute Strong numeric
@attribute Power numeric
@attribute Weak numeric
@attribute Submit numeric
@attribute Active numeric
@attribute Passive numeric
@attribute Pleasur numeric
@attribute Pain numeric
@attribute Feel numeric
@attribute Arousal numeric
@attribute EMOT numeric
@attribute Virtue numeric
@attribute Vice numeric
@attribute Ovrst numeric
@attribute Undrst numeric
@attribute Academ numeric
@attribute Doctrin numeric
@attribute Yes numeric
@attribute No numeric
@attribute Quality numeric
@attribute review_class {ndef,neg,pos}

@data
6.755748,16.662422,2.419103,0,0,19.103649,18.669853,7.723548,1.362806,0,15.759795,6.169849,0,0,0,6.45177,0,2.419103,24.920811,2.639312,0,0,0,6.614268,3.077129,9.656179,neg
0,17.430197,8.186263,0,0,30.042756,21.643637,0,5.917672,0,13.795812,17.926925,2.866279,0,2.19995,3.345931,0,0,23.71447,23.248342,4.153098,26.611146,4.333771,16.421483,17.67881,1.700573,neg
0,21.772258,8.273225,0,0,24.173537,21.031936,0,0,2.711608,15.353342,6.698694,6.66987,0,0,9.750949,0,0,21.772258,0,5.263021,24.30999,0,10.850148,14.122081,12.968632,neg
0,4.724426,8.025478,0,0,17.998166,1.329822,2.934512,1.684638,2.747162,1.669061,8.39675,0,0,4.411134,0,0,5.681674,7.797077,0,12.672619,0.842665,0,3.56904,14.078424,0.555025,neg
2.134279,11.163921,1.599505,0,0,14.073969,15.136623,1.92738,6.864852,0,4.748029,6.452868,3.479208,0,3.985331,3.010204,0,4.313206,22.932819,7.988064,4.010829,15.832831,3.490657,7.8755,8.980316,0,neg
0,3.092628,4.855369,3.125997,0,4.59042,3.265091,0,1.362806,0,1.985662,4.59042,0,0,0,0,3.265091,0,6.357719,0,2.84495,10.426163,0,2.478383,2.478383,1.985662,neg
0,8.95826,14.428348,2.181026,0,24.225077,18.613732,2.157258,3.816865,0,10.117686,7.536839,5.346987,0,0,4.133961,0,4.490944,19.70105,5.800792,17.2268,14.296487,8.881914,7.361581,21.358798,3.859736,neg
0,25.193722,2.795591,0,0,21.090167,14.022559,0,7.668691,0,9.220696,5.458313,2.729157,0,0,3.729406,0,0,25.193722,2.694492,2.323712,8.732872,2.784638,8.306683,18.766455,8.707821,neg
5.225544,15.28344,10.692965,3.346732,0,56.589011,24.325055,8.161108,9.519393,0,14.340748,19.782437,0,0,1.338482,10.173376,0,8.161108,20.418354,7.120307,14.949077,9.26796,2.57094,22.867789,20.976513,6.223927,neg
8.015386,22.595121,22.097112,3.995915,0,34.522705,15.065125,0,5.237842,0,18.485471,14.886548,4.307638,0,6.696403,11.746068,4.307638,5.29684,47.606962,5.119999,7.396252,11.592595,2.343804,14.049208,24.046621,7.588028,neg
0,25.132177,24.123388,0,0,81.305687,50.151666,10.738375,7.901707,7.698562,3.490657,20.916196,10.396763,0,7.131259,17.971357,0,20.757919,28.959362,24.814157,24.75808,33.459989,0,14.794002,47.96699,7.008856,neg
2.503591,6.738199,0,2.503591,0,25.658578,11.446191,8.023465,5.948403,1.800073,3.037389,15.035287,3.391467,0,0,2.175803,0,8.023465,9.775588,6.444191,2.149514,5.537907,3.490657,5.596454,23.628992,0.555025,neg
0,5.501076,5.254478,0,0,38.678861,12.162229,0,7.122387,0,11.362723,9.913257,0,0,0,0,0,0,8.538465,9.602817,9.375132,11.066369,0,7.437981,22.487669,1.700573,neg
2.31388,13.246203,11.567356,2.076483,0,37.035337,29.151313,4.247745,3.70661,2.888286,15.386266,14.830526,0,0,3.107859,3.220068,0,7.136031,22.223246,5.69245,14.236942,2.556936,0,21.394024,23.993373,8.30041,neg
0,10.580079,6.101157,1.991769,0,20.665944,32.673696,2.149514,4.074413,0,4.66085,7.031827,0,0,1.853232,8.00621,0,4.002746,15.923968,3.010204,13.839473,12.790865,0,2.413073,9.413473,16.800573,neg
0,15.414125,11.80712,0,0,20.501718,3.370373,5.505452,0,0,9.268862,8.440385,0,0,0,2.57094,0,2.934512,15.414125,0,17.173452,1.712769,0,10.008316,13.404611,0,neg
4.152967,12.632723,5.172875,4.152967,0,6.659233,0.879694,0,0,2.958836,2.375079,0,0,0,1.729372,6.419383,4.152967,4.688208,16.78569,4.152967,7.532013,1.40097,0,7.137011,2.506266,0.879694,neg
0,7.825758,6.776586,0,0,14.725384,13.067667,0,5.327848,0,1.610034,11.122255,0,0,2.824257,4.197036,0,6.215724,7.825758,2.466115,3.672514,6.134757,0,0,9.275226,3.60645,neg
0,11.265753,5.278317,0,0,18.909296,10.790776,9.147157,1.684638,2.275889,6.906763,9.762139,0,0,1.684638,5.186903,0,5.210402,15.861405,0,11.099113,6.841745,0,3.689494,6.753772,3.891021,neg
5.680417,39.710898,17.048897,3.546138,2.31388,41.753141,41.858985,2.419103,5.515772,3.834188,26.141969,26.623531,0,0,9.831524,4.70261,0,9.068002,54.904279,11.318228,12.417478,44.320807,3.158242,3.840706,30.658268,5.812847,neg
2.661479,13.478998,12.973686,0,0,42.729076,14.038337,0,8.437611,1.800073,1.955908,17.023614,2.614732,0,0,1.979608,0,0,15.297933,5.991292,14.178835,5.588803,0,14.462752,28.833152,5.797888,neg
6.528951,15.954478,7.515701,12.27102,0,21.244609,16.265409,0,7.328229,0,7.966945,10.987695,3.827185,0,5.957632,3.152424,0,0,26.470646,3.827185,7.234654,13.101191,2.407833,12.698377,13.191427,9.09453,neg
7.63899,54.793216,15.439978,2.181026,0,52.610702,46.02124,6.617692,14.709794,2.275889,41.331508,26.714536,9.182763,0,5.475383,17.643079,0,13.967065,68.640732,11.427274,27.051409,28.224203,2.958836,23.432775,26.553914,12.297577,neg
2.478383,18.338021,3.546138,6.975028,0,48.958048,37.319132,0,0,6.30248,2.134279,28.208219,3.546138,0,0,7.9414,0,7.845166,25.91075,6.622636,7.402025,16.595456,0,9.822827,39.550807,6.530612,neg
0,25.683381,14.383118,6.093894,0,40.966808,15.070743,7.664593,2.159996,2.173012,16.053081,16.469571,4.305994,0,5.620496,16.464839,0,3.660216,34.607407,11.164052,10.82779,25.961092,0,4.050903,31.334712,2.763877,neg
2.804165,24.887639,8.458426,2.804165,0,49.881286,25.558723,4.152967,4.867893,0,13.636025,19.391796,7.368832,0,1.338482,2.119372,0,4.152967,27.753918,21.597332,8.152933,9.570024,10.129666,14.058835,31.657942,2.172168,neg
0,25.040996,4.100392,0,0,13.517221,25.065685,0,10.446378,3.919742,12.775918,3.065858,1.395758,0,4.530196,9.976274,0,1.853232,37.754101,0,7.048219,15.723309,0,7.392487,8.876835,3.891021,neg
0,2.596625,7.20104,0,2.31388,20.435002,16.712063,10.124436,6.887863,0,0,0,0,0,0,0,0,10.124436,6.087282,6.142765,10.50323,13.269106,0,4.437837,15.103226,3.490657,neg
0,22.089312,13.570954,0,0,37.852024,23.053567,3.346732,1.916289,2.784638,10.86207,13.338372,0,0,2.784638,5.282548,0,3.346732,25.326859,18.167299,12.75877,10.583155,5.344662,21.581618,21.730083,5.711229,neg
0,9.687115,7.881621,0,0,20.753247,15.888168,0,2.585232,0,4.160364,9.782836,0,0,6.914765,0,0,5.526751,15.382767,2.173012,2.173012,11.740171,3.192061,10.028163,14.396311,9.217821,neg
0,18.653067,3.490657,0,2.31388,21.457665,30.662031,1.92738,4.708301,1.800073,10.768059,7.15527,6.607641,0,5.612101,11.103027,0,5.418036,33.693512,4.421716,13.667759,13.119633,0,17.720955,10.659416,7.871749,neg
4.94944,13.573775,6.096239,2.004147,0,38.192276,57.493049,0,6.259572,12.321399,2.787184,20.301337,0,0,0,8.196781,0,2.888286,17.600366,15.888813,10.656284,38.185405,0,30.38088,25.16825,23.232893,neg
14.495612,25.012526,5.991057,0,0,49.815823,16.184575,7.601233,1.905373,3.30471,12.274352,24.407111,8.210463,0,0,10.201485,0,16.281291,41.260362,20.77388,13.584676,11.925951,1.549133,21.694567,34.409876,4.561583,neg
2.364497,25.41489,12.416462,0,0,41.954058,29.431492,1.487204,2.126786,0,25.87893,10.752182,3.60645,0,5.282477,10.203981,0,3.216576,38.001609,15.400799,9.714534,16.479346,2.097596,9.297385,35.581962,2.304185,neg
15.523568,24.928721,16.842815,5.398984,0,39.165259,47.660445,2.57094,4.953678,6.489717,16.950889,24.474995,5.961464,0,0,9.999469,0,7.600658,28.156335,14.343792,16.051562,17.654593,13.282826,26.997003,27.693781,15.033196,neg
7.406407,22.994687,14.292305,0,0,57.923185,50.939628,0,4.152967,4.026591,17.957042,36.685341,0,0,0,7.636864,0,0,31.507121,19.447765,18.117338,43.79769,6.284239,18.823274,39.738562,6.969793,neg
0,4.315851,0,0,0,29.10655,10.605697,1.92738,0,0,1.905373,15.959445,7.409379,0,0,5.649081,4.026591,1.92738,8.342442,6.864574,9.067169,11.377186,2.407833,7.002485,15.181685,2.104779,neg
3.490657,5.002725,10.47651,0,0,28.97546,12.423236,0,4.314604,0,8.519343,6.225166,5.318846,0,3.072651,8.519343,0,0,26.759939,11.132818,11.346595,7.259773,0,3.814422,16.682469,0,neg
0,4.685487,0,1.838325,0,7.980603,5.210179,0,0,0,5.210179,0,0,0,2.121444,0,0,0,4.685487,2.614732,0,0,0,3.60645,4.374153,0,neg
0,18.133741,29.521609,0,0,40.192466,12.608445,15.678811,0,4.479747,11.144435,18.204572,2.385826,0,4.005262,5.120839,0,16.267435,26.937677,0,21.219962,18.044469,2.57094,20.804657,34.221519,3.037389,neg
5.418897,28.215744,11.469453,4.297318,0,37.25966,19.948161,4.026591,0,3.546138,13.234656,18.061118,4.026591,0,9.95847,2.84495,0,10.332159,33.160676,6.997917,14.543793,17.447447,3.546138,19.982703,7.898326,17.279537,neg
0,26.593358,16.992317,0,0,38.054642,43.130671,4.144252,9.494541,7.998674,21.527915,17.664665,2.824257,0,3.919742,13.551599,0,7.371867,47.010065,0,27.473134,16.391624,7.380581,25.631486,32.054445,17.549135,neg
0,1.777195,0,0,0,2.57094,4.190493,0,0,2.419103,3.635468,0,0,0,0,0,0,0,3.635468,0,0,2.243635,0,2.57094,0,0.555025,neg
4.750323,13.283487,6.563286,4.280536,2.31388,25.216636,41.219564,0,1.979608,4.039946,7.151701,7.30057,2.430561,0,1.338482,1.610034,0,2.239874,15.47262,18.262495,9.76732,10.27393,5.469801,12.422925,17.305064,8.379785,neg
5.935227,11.425937,11.069145,7.454817,0,21.319071,23.893146,4.152967,6.350303,0,7.207592,8.163665,1.395758,0,0,9.213783,0,0,13.833769,4.152967,3.205781,12.48859,2.911014,14.261945,11.081272,5.116094,neg
0,6.071095,11.20487,3.125997,0,31.495643,19.567839,1.487204,6.016318,5.064131,5.912619,11.486276,2.08345,0,0,0,0,3.727077,13.431414,5.508272,16.261005,14.51281,0,12.573883,24.332472,6.023598,neg
1.858273,5.759259,1.283369,4.797864,0,24.919515,7.821499,0,0,0,3.439289,12.479696,7.794038,0,3.439289,1.680711,0,3.439289,13.025733,3.192061,4.128318,11.716669,2.407833,4.227848,5.332503,0.555025,neg
0,1.692559,0,0,3.439289,12.933263,9.105452,0,0,0,1.692559,6.166335,0,0,0,0,0,0,1.692559,5.513795,3.419174,8.052772,0,1.692559,6.639964,6.270139,neg
3.011395,36.687152,5.837308,2.004147,0,29.671419,28.044578,4.152967,13.696758,2.239874,25.672088,13.70847,0,0,6.151284,6.327658,0,6.39284,49.734907,3.095185,14.391876,20.772804,9.294846,11.435044,4.206015,5.979526,neg
2.585232,20.373002,18.070203,0,0,34.346298,24.526141,2.090487,6.608284,0,8.90021,18.617278,0,0,2.824257,4.68253,0,4.914744,34.232317,6.677671,22.365365,33.161015,7.701976,22.506102,16.782879,2.659804,neg
3.227615,15.166239,11.748775,0,0,29.889543,22.517205,2.157258,4.77948,0,18.940801,11.652607,0,0,0,5.652122,0,4.490944,18.940801,0,17.198398,18.232261,6.14966,14.388402,16.923538,2.119372,neg
1.899979,3.463804,10.222991,0,0,26.216716,14.536155,0,0,2.239874,6.332421,7.284023,2.729157,0,2.19995,0,0,2.239874,9.767883,4.954588,6.219296,4.291861,0,10.762524,14.043477,4.348134,neg
0,9.578533,2.173012,1.991769,0,18.321432,7.828879,3.51679,4.003192,0,10.228892,5.65319,5.185057,0,0,0,0,3.51679,16.110858,3.660216,6.658223,11.745026,0,4.496655,9.706004,3.302187,neg
0,11.434503,4.697269,0,0,12.610853,18.933319,0,1.362806,0,4.31662,7.110062,3.30471,0,1.338482,12.013306,0,0,14.317447,5.837604,8.415865,15.971852,0,10.793492,5.111154,3.805352,neg
0,6.149623,1.99793,0,3.439289,21.255985,14.785658,1.487204,0,0,2.677789,15.565215,2.205637,0,0,0,0,1.487204,10.646347,8.468517,6.103546,3.546138,0,11.216539,12.069035,7.701749,neg
2.004147,7.17379,3.439289,2.004147,0,10.137483,11.023297,0,0,0,7.17379,7.842859,4.797457,0,4.307638,7.853776,0,4.307638,15.027566,0,15.364884,3.427897,7.045739,4.439471,10.137483,3.147199,neg
3.827185,9.257333,0,16.207298,0,17.018269,13.587966,0,6.109377,0,3.147199,3.60645,5.615224,0,14.155569,6.722931,3.265091,4.771652,20.56786,6.410614,9.972531,21.904898,7.104101,5.344662,0,20.652556,neg
0,2.173012,1.549133,0,0,15.578366,4.259123,0,0,0,2.173012,1.475455,0,0,0,0,0,0,2.173012,0,0,0.867656,1.549133,1.475455,1.475455,0,neg
2.503591,8.562232,11.013472,2.503591,0,41.991438,16.931088,7.601025,12.19137,0,10.602963,17.533607,0,0,2.275889,7.15733,0,15.825317,18.67197,8.351778,8.048003,10.178775,0,16.844319,28.74089,4.866534,neg
0,6.98828,1.305802,0,0,12.80831,9.49901,0,0,0,7.402669,3.672514,2.205637,0,0,0,0,6.830756,6.98828,5.624356,3.51144,14.335042,0,2.84495,4.464044,4.227539,neg
1.899979,13.160063,5.039292,0,0,22.096415,16.542951,4.152967,2.824257,0,18.168525,10.820465,5.611164,0,0,7.335043,0,4.152967,19.811505,3.158242,8.483506,9.483329,0,15.65704,15.23184,0,neg
11.041036,47.913807,17.166083,11.894965,0,39.304457,29.40456,4.582389,6.418218,7.0548,21.818666,9.582517,0,0,3.85503,6.643058,3.827185,13.718018,54.452599,5.513795,8.112528,16.691094,0,21.696092,16.863795,14.105502,neg
5.156172,7.90708,5.252782,0,0,26.637348,14.052668,0,0,2.173012,4.32173,15.299548,2.08345,0,0,5.882097,0,6.325979,10.314912,7.146025,5.459682,15.543013,2.84495,6.659372,12.621759,0,neg
0,18.40953,5.114983,0,0,24.995714,17.531798,0,10.0901,2.824257,9.568453,9.381325,0,0,0,4.193088,0,0,21.233787,11.068838,0,18.929338,0,10.525875,18.239966,3.354399,neg
3.490657,12.818502,6.350303,3.914809,0,35.444298,29.661362,0,17.362172,0,4.394672,12.376462,4.636198,0,0,4.37635,0,3.158242,17.508513,9.663216,13.439963,9.751074,6.350303,16.926546,17.258961,6.651416,neg
0,12.662841,14.020312,0,0,32.504314,9.925231,0,1.759421,6.2933,0,9.579606,9.92263,0,4.979229,11.730492,6.827445,10.884632,14.516073,13.378636,7.013173,11.916377,6.656933,13.630212,19.816037,1.653826,neg
6.671631,7.335842,13.006281,8.403629,5.753169,22.682813,32.307032,3.919742,0,0,3.985113,17.659537,0,0,0,4.414198,0,7.077984,19.191597,11.613324,4.931958,19.904587,0,27.192742,10.975097,15.885168,neg
2.010419,14.253585,17.164231,0,0,15.960318,9.322697,5.5451,7.282248,6.41942,9.272407,8.898971,0,0,0,0,0,5.5451,19.663074,4.787745,9.355731,8.038658,2.585232,4.772329,12.834321,1.653826,neg
2.747162,15.174819,0,0,0,11.201484,16.726929,0,2.661479,0,9.046929,6.075889,5.470728,0,0,13.251698,0,0,21.841723,0,13.559014,21.583471,0,12.028914,0,14.302078,neg
1.858273,23.506027,13.788172,0,0,38.476006,25.957784,2.157258,5.894196,0,19.365675,12.923794,0,0,4.802024,3.216576,0,3.886631,46.415152,5.080847,4.087533,14.654726,1.549133,12.980507,15.790872,10.623636,neg
0,10.491721,2.529751,5.992276,0,24.811094,8.868469,8.615276,4.656536,0,5.670444,6.178525,1.932992,0,2.694492,6.978285,0,0,10.491721,15.721556,3.8889,9.627558,2.165091,5.707253,6.142971,0,neg
5.513315,18.98426,5.319501,7.300625,0,29.489594,17.345064,0,12.894062,2.396742,17.517645,10.757558,1.395758,0,8.585181,15.216972,0,8.79279,45.167082,15.637417,10.032918,12.118985,0,19.346857,18.473801,2.984473,neg
0,28.662322,13.84982,0,0,45.248152,20.378656,0,2.407833,0,24.392733,19.761435,0,0,1.338482,11.505427,0,6.441917,32.688913,4.506698,7.678953,11.46732,2.343804,24.265128,27.464104,0.555025,neg
10.922352,17.32118,14.639437,1.493153,0,8.338168,5.899862,0,2.478383,2.205637,5.042536,2.266709,9.695798,0,6.36234,7.131895,4.307638,2.205637,20.625891,0,0,2.911014,0,7.591945,1.763822,0,neg
5.087148,21.615301,2.304185,0,0,22.530384,14.351531,6.257746,2.888286,5.166265,13.150547,7.290459,2.747162,0,1.338482,8.689106,0,8.591431,28.634547,2.747162,8.335313,9.567438,0,5.54185,19.183652,0,neg
2.010419,8.03426,10.542503,4.308332,0,14.466895,11.587482,0,0,2.239874,7.267168,7.133795,0,0,0,0,0,2.239874,8.03426,8.93929,10.202608,10.332067,2.097596,9.864663,14.466895,3.183879,neg
0,24.50487,12.764231,0,0,52.428085,32.824821,7.46588,1.916289,0,16.906267,24.040471,3.60645,0,10.220008,9.041735,4.152967,10.213042,36.461524,24.711822,14.146688,26.825353,2.866279,9.503978,27.610579,6.624281,neg
2.747162,11.736476,7.041,0,0,22.831916,21.802873,0,1.979608,2.711608,11.715438,10.378654,0,0,0,2.711608,0,0,17.928158,0,5.516565,11.606034,0,6.288315,12.171881,17.020975,neg
3.827185,12.635808,3.273459,0,0,32.962894,37.746729,0,4.668682,1.800073,6.499994,6.905133,0,0,4.37913,8.027842,0,0,17.811103,8.952434,5.294625,30.282617,0,11.281005,18.483731,16.678624,neg
6.991357,17.106648,4.509358,7.068452,0,15.789127,26.774464,3.672514,9.137255,4.152967,14.971198,0,5.909769,0,1.853232,9.67113,4.026591,6.006199,28.20167,5.818187,11.148367,19.515663,0,12.895085,7.385708,3.02114,neg
0,11.406081,15.294681,4.858048,0,42.689679,23.017494,0,7.359031,0,3.906599,10.105257,6.303133,0,2.275889,12.514785,0,2.275889,21.867461,14.847628,9.313337,13.562593,4.741194,8.5937,23.730686,8.773672,neg
4.473005,5.818288,5.855153,0,0,23.41505,14.589587,6.430707,7.94217,3.30471,2.853048,11.31142,7.144756,0,0,1.23437,3.125997,3.30471,11.352626,9.048184,2.556936,7.565466,0,16.540422,14.61613,3.466039,neg
2.214039,15.381316,16.810038,4.380668,0,50.523584,18.563486,20.54747,12.485939,4.511681,7.235508,18.686416,9.352065,0,0,6.063995,0,13.129413,28.433645,24.068061,27.21087,41.426078,9.570659,15.106524,21.892888,7.703555,neg
4.881441,6.25304,0,0,0,8.57555,12.17947,0,4.776747,0,10.521162,7.026417,0,0,0,4.627897,0,0,11.50278,0,0,11.623178,0,6.488168,2.592079,0,neg
3.747639,9.328038,2.069648,0,0,11.196942,9.349064,4.386748,2.54321,2.784638,2.816787,4.740546,0,0,4.12312,6.854989,0,4.386748,11.96735,2.357162,5.334739,0,0,4.018665,9.167356,0,neg
6.557722,23.704066,14.115224,6.297867,0,39.596709,37.928903,4.85396,4.651092,9.328382,9.975555,22.490255,4.476342,0,1.599505,6.814446,0,13.935114,27.857033,2.645544,26.244666,25.461662,3.431588,9.106513,27.727518,17.329544,neg
0,23.78918,11.295027,0,0,29.824829,25.102106,0,2.364497,4.987497,21.054685,18.7026,1.395758,0,1.388014,16.051882,0,4.609575,33.885762,9.358407,5.992276,17.476271,0,10.306823,10.972573,10.35734,neg
5.494323,42.184531,3.919742,0,0,19.95242,21.20196,2.149514,15.384979,0,18.380974,8.525631,2.205637,0,1.338482,1.858273,0,2.149514,42.184531,0,13.034277,2.824257,0,18.493658,14.399283,2.396742,neg
0,4.911424,3.158242,0,0,8.86064,8.96631,0,5.944909,2.784638,0,4.156619,0,0,2.784638,0,0,0,4.911424,3.791389,4.025494,3.77384,0,5.297013,8.86064,0,neg
0,12.354923,6.2933,12.138546,0,12.545359,17.562441,0,7.087479,2.958836,8.442078,7.269849,9.839438,0,0,10.342855,0,0,26.146782,0,8.857202,12.953536,0,13.728482,10.46191,8.804949,neg
2.134279,7.685242,6.330776,7.841751,0,13.773641,5.395613,0,2.984044,0,6.343337,7.39813,2.729157,0,0,1.610034,0,0,11.357756,0,0,3.346732,2.165091,9.845305,8.67756,2.205637,neg
2.442211,24.178272,19.439592,0,0,50.944018,29.446492,4.026591,8.422703,0,14.966985,22.881323,2.614732,0,3.919742,9.474213,0,7.946333,46.823127,13.192229,10.999085,36.842685,1.549133,11.161649,37.193041,2.997236,neg
3.851162,28.951967,25.049202,11.389438,0,68.87158,30.234324,0,4.043074,14.816159,20.175637,33.276778,6.880547,0,2.934512,16.560753,0,14.099849,45.896711,21.50893,29.979995,26.469095,5.84314,19.325975,36.490165,22.432021,neg
5.230776,13.136116,21.299515,0,0,39.824384,20.769409,2.934512,8.620669,2.503591,2.375079,18.911453,4.325009,0,3.788638,2.503591,0,5.438104,15.883278,6.483777,10.940335,8.537915,1.549133,16.385297,33.307983,0,neg
0,12.36394,11.023248,5.190849,0,23.15052,4.115198,0,5.11083,0,0,9.155694,0,0,3.918505,15.906232,0,1.729372,15.66865,0,12.71017,9.856193,0,0,3.095185,1.884044,neg
2.503591,15.099346,6.39502,4.668682,0,20.230751,8.569724,3.51679,1.979608,0,6.891193,7.999267,1.395758,0,0,1.665221,0,3.51679,18.583502,4.645446,10.842112,8.487,6.580503,2.119372,7.878186,0,neg
9.243872,20.492813,19.720936,8.293268,0,39.324914,56.150766,0,8.656767,4.445511,12.445154,12.993921,0,0,0,0,0,7.792243,39.679757,11.33891,8.281285,23.998643,2.455318,26.476422,24.272058,42.736117,neg
2.385826,13.308782,10.060057,0,0,25.262361,48.162554,2.934512,5.288229,0,15.910215,14.694957,4.631328,0,0,3.192061,0,2.934512,29.520137,11.070229,7.481784,23.73992,3.646729,14.772636,20.403162,16.03936,neg
0,12.53622,6.590121,0,0,38.372601,32.238035,0,1.979608,5.720033,4.43721,15.102579,0,0,3.724308,8.005402,0,8.105859,12.53622,16.498785,3.28541,18.181647,0,16.003163,22.755344,2.911014,neg
3.928144,14.636499,1.549133,1.838325,0,13.801426,19.623152,0,0,0,6.074513,4.550917,0,0,4.897471,1.665221,0,0,25.749882,0,1.905373,8.474932,1.549133,0,3.664794,0.879694,neg
0,16.082994,5.556557,2.076483,0,5.522739,11.16076,0,4.152967,0,11.446597,2.677789,0,0,3.191714,1.281165,0,1.853232,22.089193,0,2.84495,7.119175,0,8.998817,0,0,neg
5.772974,22.050931,22.205708,8.11283,0,11.026221,47.318212,0,2.784638,2.958836,22.780173,9.087571,0,0,5.038794,4.624056,0,3.439289,30.043726,2.430561,11.434952,21.064978,5.733235,18.112589,11.026221,11.838781,neg
0,18.406833,6.595177,1.493153,0,20.197062,37.670698,0,7.248152,0,10.59088,13.936668,7.660507,0,3.227615,1.372779,0,0,18.406833,4.176944,4.51401,11.759792,0,16.918681,9.714011,19.11231,neg
0,10.022242,2.205637,1.493153,0,17.82293,20.41254,0,2.285194,2.205637,9.195488,10.61209,2.385826,0,0,0,0,2.205637,10.022242,0,8.190738,10.543275,0,8.129998,10.61209,0,neg
5.729085,22.956623,4.674835,0,0,17.847791,24.883739,0,3.192061,6.052946,11.442342,8.770543,2.119372,0,0,6.071652,0,6.052946,22.956623,12.784797,4.441611,5.52995,6.597531,0,7.939926,12.172482,neg
0,4.136122,2.934512,0,0,21.093047,2.01675,2.934512,3.30471,0,2.119372,10.440277,0,0,0,2.639312,0,2.934512,6.775434,0,2.934512,5.026953,0,13.255019,16.441955,0,neg
0,9.121693,17.07009,0,0,23.31721,22.736895,3.065685,6.45851,1.800073,8.733546,3.46219,3.827185,0,0,0,0,3.065685,12.24769,2.804165,13.939239,12.530383,3.065685,9.299441,15.724954,6.757005,neg
0,12.007313,0,5.047305,0,13.764188,18.432674,0,8.959034,0,10.6139,2.611791,5.650917,0,2.934512,0,0,0,17.688987,1.843259,2.231155,6.526675,3.158242,6.869196,5.770033,8.266062,neg
0,20.503294,15.124522,6.744078,0,39.980382,8.947127,7.111803,7.620053,0,0,21.437569,3.30471,0,8.924561,9.375287,0,6.326814,32.831864,11.544266,14.010848,16.6913,3.714842,11.558737,22.221797,1.653826,neg
0,23.1419,15.298019,1.493153,0,40.046988,23.813228,4.306772,10.701516,2.824257,14.61125,11.160777,2.08345,0,1.684638,7.323325,0,4.306772,35.963085,2.173012,16.227809,9.665502,0,23.376379,23.181249,11.838692,neg
2.31388,23.594217,6.330776,1.838325,0,10.073219,30.251266,0,0,0,24.93863,2.661479,6.24063,0,0,3.738383,0,0,30.2622,0,1.932992,17.421944,0,3.559788,10.073219,10.840227,neg
0,20.258889,2.157258,8.322518,0,30.094766,14.06101,8.943279,0,0,8.920003,27.946853,3.30471,0,2.121444,6.476678,0,5.023538,26.04344,7.841751,14.772709,8.356236,5.655747,12.873575,23.83702,0,neg
11.209348,12.73815,8.2542,1.838325,0,20.552261,18.775012,0,0,0,8.817104,14.724152,3.781584,0,0,0,0,0,12.73815,11.416362,14.218246,6.775671,2.097596,12.080516,20.552261,7.073416,neg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neg
2.010419,10.254663,26.367124,0,0,44.122465,30.462807,9.029297,7.989029,1.800073,9.981819,10.115854,1.395758,0,2.824257,2.824257,3.125997,8.727557,21.86752,15.283677,22.459645,14.161664,8.454532,14.017178,19.700806,14.088934,neg
0,5.449028,0,0,0,15.009121,9.891049,0,2.984044,0,2.765647,4.793659,2.08345,0,1.729372,8.568897,0,1.729372,12.940116,1.843259,5.650917,6.898525,0,3.745544,6.436274,0,neg
4.152967,5.040157,5.770447,1.991769,0,8.585928,6.2044,0,2.343804,0,2.333685,1.542685,0,0,1.599505,3.010204,0,0,5.040157,6.943312,4.170942,9.418289,0,6.198693,8.585928,2.104779,neg
0,5.114362,6.941922,0,2.31388,16.802052,17.734494,2.419103,3.664245,0,0,3.265091,0,0,1.684638,1.23437,0,2.419103,6.799,4.307638,6.810219,4.307638,0,6.95818,7.145873,8.354704,neg
0,11.784859,3.439289,2.984044,0,48.555575,21.580561,2.149514,8.601677,0,13.016618,25.782805,0,0,2.824257,5.723848,0,10.868829,21.35488,4.782568,21.41517,5.690141,2.888286,9.429175,17.410199,8.335096,neg
0,17.879666,13.468602,0,0,23.851531,23.816673,8.991174,3.439289,0,13.073216,12.730947,10.513213,0,4.115198,3.410083,0,13.106372,21.318955,2.645544,10.671823,9.727553,0,9.42129,16.853615,4.7703,neg
7.838975,17.349126,0,0,0,26.531187,8.338139,0,6.204936,2.661479,9.329217,14.138324,2.205637,0,0,2.661479,0,2.661479,19.63432,3.30471,7.41572,12.168643,0,10.177231,16.582043,4.152967,neg
2.010419,23.216469,8.126741,0,0,40.322903,32.283466,0,5.515629,0,12.414532,29.716984,0,0,1.599505,3.80531,0,0,29.278066,16.101567,14.619305,18.151337,0,20.710945,27.043742,7.648211,neg
0,7.381262,4.932442,0,0,11.171985,13.463593,2.934512,2.069586,0,5.664379,4.728993,0,0,0,0,0,2.934512,7.381262,5.578065,4.932442,4.68719,0,1.657603,4.818556,8.857171,neg
0,24.355922,20.191234,2.375079,0,30.209731,45.870471,6.412417,2.407833,2.503591,20.230141,10.65851,4.971058,0,1.388014,3.87637,3.490657,11.249693,39.502284,12.604099,10.647094,22.306338,6.284239,17.911566,20.229169,19.030829,neg
